Nom de l'association;Secteur d'activité;Ville;Adresse postale;Code postal;Adresse email;Téléphone;Statut de publication;Statut légal;Date de déclaration;Date de modification;Administrateur;N°RNA;N°SIRET;IdAssociation
Soutien a flexi-mobilis;"Transports; Service et établissements médico-sociaux; Santé et Protection civile; Economie; Aide sociale aux personnes en situation de handicap";Digne-les-Bains;39, avenue du colonel noël;04000;soutien_a_flexi_mobilis@orange.fr;0689455288;Publiée;Déclarée;03/04/2015;10/09/2015 (nathalie CATALAN);Oui;D130474038;81167001700011;9382d083-fca2-429d-8ca9-a2437f0fcd91
Spiritu'ailes;Groupements d'entraide et de solidarité;Digne-les-Bains;14 Place du Tampinet;04000;associationspirituailes@gmail.com;0669744482;Publiée;Déclarée;20/09/2016;07/10/2016 (Chloé SOUDIN);Oui;W043002374;;f7775c87-6c9c-48b2-b97a-82bd49da482d
Sporting-club moustierain;"Sports; Actions socio-culturelles, centres de loisirs ";Moustiers-Sainte-Marie;Mairie;04360;;;Publiée;Déclarée;19/10/1998;05/06/2015 (System);Non;;;7c147a24-d392-44c5-8f3d-ea142bb153e1
Street Devils Roller Hockey Club 04;"Roller Randonnée; Roller Hockey";Digne-les-Bains;5 montée des Prisons;04000;sdrhc04@gmail.com;0604149846;Publiée;Déclarée;01/01/2002;25/05/2016 (Jean-Sébastien QUIESSE);Oui;W043000063;80105510400;4a30e389-118f-4bd2-bbc6-e8719aba2c10
Sud ou-est;"Associations caritatives à but multiple; Social Entraide; Humanitaire et Caritatif";Digne-les-Bains;45,, avenue du maréchal juin;04000;;;Publiée;Déclarée;20/10/2011;17/04/2016 (System);Non;W043001871;;1b5b34f3-f7e6-4302-8341-395938cf8f18
Sur les pas de maria borrely;"Social Entraide; Actions socio-culturelles, centres de loisirs ; Littérature; Activités artistiques; Art et Culture; Jumelages, échanges culturels et linguistiques";Saint-Jurs;Ferme de vauvenières;04410;;;Publiée;Déclarée;20/11/2009;15/06/2015 (System);Non;W043000588;;821fc8a2-9c09-4df8-a0e5-9083c70b23a4
Sûryatha;"Sports individuels; Yoga; Sports; Social Entraide; Actions socio-culturelles, centres de loisirs ; Entretien et développement corporel";Saint-Jeannet;Lambruisse;04270;;;Publiée;Déclarée;20/10/2004;10/06/2015 (System);Non;;;49ebe6da-12e7-46fa-ad85-d1d00334545b
Syndicat d'initiative;Economie;Moustiers-Sainte-Marie;Rue de la bourgade;04360;;;Publiée;Déclarée;;16/06/2015 (System);Non;;;3819822e-2b8c-4e06-89fd-d2d4faa0efc7
Syndicat departemental d'elevage caprin des alpes-de-haute provence;Défense des droits fondamentaux, activités civiques;Digne-les-Bains;Immeuble chambre d'agriculture, 66, boulevard gassendi;04000;;;Publiée;Déclarée;20/03/2003;15/04/2016 (System);Non;;;55dafabe-b436-43a1-aab2-a28d8dc8f4f9
Syndicat des coproprietaires villa aurea;Recherche;Aiglun;15, voie du château;04510;;;Publiée;Déclarée;;15/04/2016 (System);Non;;;c8765bb2-6c29-43c6-8014-d60ca62cadec
T'es qui ?... là ! association des animations barremoises;"Comités des fêtes; Social Entraide; Actions socio-culturelles, centres de loisirs ";Barrême;Rue du milieu;04330;;;Publiée;Déclarée;;12/06/2015 (System);Non;;;dce7cc3d-8b62-4fb6-9d3b-58b29380c7f2
T-rex-team-04;Sports;Digne-les-Bains;52, chemin du moulin;04000;;;Publiée;Déclarée;20/03/2002;14/04/2016 (System);Non;;;059555a4-2067-4957-aba7-c1c8069e3db2
Taïchi-chôm;"Gymnastique; Autres arts martiaux";Digne-les-Bains;40 ter, avenue henri jaubert;04000;;;Publiée;Déclarée;20/06/2015;18/04/2016 (System);Non;W043002251;;7e05c2dd-0b07-4d87-830a-1135437c59b4
Taïkobashi;Rencontre;Champtercier;Hubac de chandourène;04660;contact@taikobashi.net;;Non publiée;Déclarée;01/01/1900;23/04/2014 (System);Non;;;5d2d3e4a-93ba-4034-b276-62fd863abff7
Taïkobashi;"Sports individuels; Sports; Arts martiaux; Art et Culture";Digne-les-Bains;Adac, 42, boulevard victor-hugo;04000;contact@taikobashi.net;;Publiée;Déclarée;20/02/2003;15/04/2016 (System);Non;;;8827cdcf-3aff-4746-bab9-5df8a8f99a1a
Tarot-club dignois;Actions socio-culturelles, centres de loisirs ;Digne-les-Bains;Caveau valaisan, place du tampinet;04000;;;Publiée;Déclarée;;14/04/2016 (System);Non;;;3976f1ca-dee4-457c-8cbf-b6afd5481e80
T.d.r. team les demonds de la route;"Sports mécaniques; Sports individuels; Sports; Automobile";Digne-les-Bains;2 b, chemin du château-des-arches;04000;;;Publiée;Déclarée;24/03/1998;04/06/2015 (System);Non;;;cddfea39-920d-4bdf-ab9b-eec748a564c0
Team 04;"Recherche; Art et Culture; Education, Formation, Recherche";Digne-les-Bains;6 Avenue du Levant;04000;teamprovence@yahoo.fr;;Publiée;Déclarée;22/11/2006;11/06/2015 (System);Non;;;68dd6856-824a-40e5-816f-2e494835f8eb
Team evolution;Sports;Digne-les-Bains;1 Montée du Château d'Eau des Augiers;04000;;;Publiée;Déclarée;20/10/2006;11/06/2015 (System);Non;;;f5003420-bf8e-424f-9e6e-eedce1d1398b
Team halgand;"Sports individuels; Sports; Cyclisme (Vélo)";Digne-les-Bains;12,, rue de la république;04000;;;Publiée;Déclarée;20/09/2013;09/06/2015 (System);Non;W043002062;;316ddac4-0b12-41ee-9fa0-8aeb06505c91
Team « la gravette »;"Sports mécaniques; Sports individuels; Sports; Automobile";Digne-les-Bains;Les cèdres, 3, place gaston-boyer;04000;a@a.a;;Publiée;Déclarée;20/01/1997;16/06/2015 (System);Non;;;12bb08bc-7d1b-4d4c-b0af-6f0630079f71
Team moto passion, le club des motards;"Sports mécaniques; Sports individuels; Sports; Social Entraide; Loisirs; Actions socio-culturelles, centres de loisirs ; Moto; Art et Culture";Digne-les-Bains;3, avenue du souvenir-français;04000;bernard.rosi@cc3v.com;0492311489;Publiée;Déclarée;26/02/1999;14/04/2016 (System);Non;;;7eef9a0e-f4c7-4a91-9ba0-d1d50a7c58fe
Team r.bag;"Sports individuels; Sports; Cyclisme (Vélo)";Digne-les-Bains;41,, avenue maréchal juin;04000;;;Publiée;Déclarée;20/04/2012;17/04/2016 (System);Non;W043001930;;bec7efe9-51cf-4008-9bc6-9dae994b2375
Team t.d.r. les demons de la route;Autres catégories;Digne-les-Bains;2 b, rue du château-des-anches;04000;;;Publiée;Déclarée;;14/04/2016 (System);Non;;;0cd7c1a2-ae37-4c3e-a86f-44d5a74a6fc0
Ten'dance;"Sports individuels; Sports; Danse sportive";Digne-les-Bains;7 Impasse du Gué du Rouveyret;04000;;;Publiée;Déclarée;27/07/2010;07/09/2015 (Alexandre Siahou);Non;W043000862;;4c9eb804-db55-489d-ac81-62e42f20444e
Tennis-club barremois;Sports;Barrême;Maison de la culture;04330;;;Publiée;Dissoute;;21/06/2015 (System);Non;;;69635826-c4ae-4750-bf76-c84c6e90fad0
Tennis de table dignois;"Militaire-Armée; Tennis de table, Ping-Pong; Sports individuels; Sports; Social Entraide; Raquettes";Digne-les-Bains;Salle Plancard-Raharison;04000;contact.ttdignois@gmail.com;;Publiée;Déclarée;05/02/1999;01/09/2015 (Florie Viguier);Oui;;;01f1ea72-ef72-4405-92b7-9859c7f6d6b4
Territoires;Economie;Digne-les-Bains;26 Avenue Joseph Reinach;04000;;;Publiée;Déclarée;19/12/1997;16/06/2015 (System);Non;;;3562a0b0-323a-4bf5-9773-82f881f388a1
The lights fan-club;"Cercles privés / Fan clubs; Loisirs; Actions socio-culturelles, centres de loisirs ";Digne-les-Bains;34, avenue saint-benoît, immeuble les pervenches;04000;;;Publiée;Déclarée;21/04/1998;04/06/2015 (System);Non;;;4afaabfc-c63b-4f0f-a801-42661fa8f12c
Theattractif;"Spectacle; Organisation De Concerts; Art et Culture";Digne-les-Bains;1, rue de bleuets;04000;;;Publiée;Déclarée;20/03/2001;22/06/2015 (System);Non;;;1d2a070a-33a6-4c28-b074-3a31994958b6
Tierra sagrada;"Associations caritatives intervenant au plan international; Social Entraide; Humanitaire et Caritatif";Barrême;La valbonnette;04330;;;Publiée;Déclarée;;16/06/2015 (System);Non;W043000563;;362c5ee2-9464-476b-b18f-78c9f4be8a0e
Totem;"Théâtre; Activités artistiques; Art et Culture; Promotion de l'art et des artistes";Digne-les-Bains;45,, avenue du 8 mai 1945;04000;;;Non publiée;Déclarée;;09/06/2015 (System);Non;W043002107;;2861ed6b-2874-4ba7-a92e-02bac613fd59
Tous les ages a gaubert;Autres catégories;Digne-les-Bains;1, rue auguste-rodin, les diexes;04000;;;Publiée;Déclarée;;05/06/2015 (System);Non;;;3cc7a8e7-bffe-4ea6-ae30-2f5cd71d6990
Tout pour la musique;"Recherche; Musique; Chant, Chorale; Activités artistiques; Art et Culture";Digne-les-Bains;11, boulevard gassendi;04000;;;Publiée;Déclarée;20/04/2001;22/06/2015 (System);Non;W043000651;;2f596e02-d0f7-4d36-bfbf-a27d558dfd8d
Traits d'espoir;"Sports individuels; Défense des droits fondamentaux, activités civiques; Sports; Attelage; Sports équestres";Mézel;Chemin du rosaire;04270;;;Non publiée;Dissoute;20/03/2002;14/04/2016 (System);Non;;;8395faa8-f6b0-431e-986e-90040b711cfa
Transparences;"Social Entraide; Interventions sociales";Digne-les-Bains;4, lotissement le chassaugnier, chemin des augiers;04000;;;Non publiée;Dissoute;24/05/2006;12/06/2015 (System);Non;;;7feb712e-8afe-4eb0-a80e-f81311115abb
Transversales;"Actions socio-culturelles, centres de loisirs ; Poésie; Interventions sociales; Littérature; Activités artistiques; Art et Culture";Digne-les-Bains;22, rue pierre-builly, résidence la bléone;04000;;0954717233;Publiée;Déclarée;30/06/2003;15/04/2016 (System);Non;W043001719;;2053518b-5608-4913-8be8-52e7ee838515
Tremolo;"Recherche; Photographie, cinéma; Social Entraide; Interventions sociales; Activités artistiques; Art et Culture; Education, Formation, Recherche;  Cinéma/Video";Digne-les-Bains;25, avenue gaston-boyer, les arches;04000;tremolo.asso@wanadoo.fr;;Publiée;Déclarée;20/04/2005;10/06/2015 (System);Non;;;42b0f25d-11a5-4ea8-a61d-a3f9e3a8a5e9
Tresor d'enfance.;"Social Entraide; Actions socio-culturelles, centres de loisirs ; Mouvements éducatifs de jeunesse et d'éducation populaire";Digne-les-Bains;22, boulevard gassendi;04000;montesori.digne@gmail.com;;Publiée;Déclarée;10/03/2014;02/08/2015 (Annie Massot);Oui;W043002113;;0af3a5c2-0792-4bcd-8abd-2e64a398c3b4
Trois quart pop compagnie;"Théâtre; Activités artistiques; Art et Culture";Digne-les-Bains;1,, rue victorin camoin;04000;;;Publiée;Déclarée;24/09/2013;09/06/2015 (System);Non;W043002068;;c39d2eab-d815-4de6-badd-461bd2229c85
Tseu jan;"Sports individuels; Sports; Arts martiaux";Entrages;Le Village;04000;tseujan@hotmail.com;;Publiée;Déclarée;;11/06/2015 (System);Non;;;22bc8b17-dba7-4db5-a9bc-fc5ad6a96ab0
Tseu jan;"Recherche; Sports individuels; Sports; Arts martiaux; Actions socio-culturelles, centres de loisirs ; Art et Culture";Digne-les-Bains;1, boulevard thiers;04000;;;Publiée;Déclarée;;15/04/2016 (System);Non;;;596cb71f-522b-4ced-ab01-24c023d33798
Twirling club dignois;"Majorettes, carnavals, défilés; Sports individuels; Gymnastique; Sports; Social Entraide; Actions socio-culturelles, centres de loisirs ; Twirling bâton";Digne-les-Bains;35, avenue maréchal-juin;04000;patricia.corbon@laposte.net;0492361584;Publiée;Déclarée;20/09/2007;12/06/2015 (System);Non;;;19c35601-5d3c-40d3-84a3-fa351240f4c5
Udaf 04;Aide et conseils aux familles;Digne-les-Bains;39, bd victor hugo;04000;udaf04@udaf.unaf.fr;;Publiée;Déclarée;01/01/1900;10/06/2015 (Florie Viguier);Oui;;;bb7f9704-fa5a-4350-b0f1-3c8a07f736e2
Ufal laiques familles 04 - union des familles laiques des alpes-de-haute-provence;"Groupements d'entraide et de solidarité; Social Entraide; Amicale, groupement d'entraide, solidarité ";Digne-les-Bains;5 Chemin de l'Iscle des Abbès;04000;;;Publiée;Déclarée;20/03/2009;14/06/2015 (System);Non;W043000331;;b7312c65-9eb5-446b-945c-4ed01770cb10
Ufal (LAIQUES FAMILLES) CASTELLANE-DIGNE ET MIDI, UNION DES FAMILLES LAIQUES DES ARRONDISSEMENTS DE CASTELLANE, DE DIGNE ET DU MIDI;"Défense des droits fondamentaux, activités civiques; Social Entraide; Justice; Interventions sociales";Digne-les-Bains;5 Chemin de l'Iscle des Abbès;04000;ufal@laposte.net;;Publiée;Déclarée;24/08/2006;11/06/2015 (System);Non;;;5153750f-4ace-4cd7-8fbe-20bf06d59339
UFOLEP 04 Union Française des Oeuvres Laicques et d Education Physique AHP;Multisports;Digne-les-Bains;9 chemin des Alpilles;04991;ufolep04@laligue-alpesdusud.org;0492309110;Publiée;Déclarée;;29/03/2016 (SABINE AUZET PEY);Oui;;;f865a051-4a83-422e-b2ef-6f20ab713e6e
Un grain de ble, grain d'espoir;"Santé et Protection civile; Social Entraide; Interventions sociales";Digne-les-Bains;H.l.m. le moulin, entrée n  1, 15, rue du 19-mars962;04000;;;Publiée;Déclarée;21/11/2004;10/06/2015 (System);Non;;;948ceb70-1c7c-4d81-86ae-6c4c90d600a8
Un soleil pour la vie;"Santé et Protection civile; Social Entraide; Interventions sociales";Digne-les-Bains;32, rue du docteur-honorat;04000;;;Publiée;Déclarée;20/05/2006;10/06/2015 (System);Non;;;6d41ccb4-5f64-49c2-8ca2-44d783fc3ee7
Une guitare... des musiques;Art et Culture;Digne-les-Bains;Rue de la belugue-les-augiers;04000;;;Publiée;Déclarée;20/02/2000;16/06/2015 (System);Non;;;7bd40274-b2d9-4159-acf4-d768bab24e3e
Union basket laragne/ digne-les-bains/gap;"Sports collectifs; Sports; Sport de ballon; Basketball";Digne-les-Bains;Rue Ernest Esclangon;04000;;;Publiée;Dissoute;20/04/2010;19/04/2016 (System);Non;W043000693;;a4bf9be9-1bcf-4068-bd85-b43ed5104f9e
Union departementale de l'economie sociale et solidaire des alpes-de-haute-provence;"Associations féminines pour l'entraide et la solidarité; Social Entraide; Amicale, groupement d'entraide, solidarité ";Digne-les-Bains;5,, avenue de verdun;04000;;;Publiée;Déclarée;22/07/2013;09/06/2015 (System);Non;W043002056;;65c14358-5f71-4e45-8738-8a37bceb6bd5
Union departementale des offices de tourisme et syndicats d'initiative des alpes-de-haute-provence;Economie;Digne-les-Bains;Maison des alpes-de-haute-provence, 19, rue du docteur-honnorat, b.p. 140;04005;udotsi.04@laposte.net;;Publiée;Déclarée;;16/04/2016 (System);Non;;;21a1e017-fee3-48da-a8c5-955d106e1be7
Union departementale des pharmaciens des alpes de haute provence;"Organisation des professions médicales et paramédicales; Santé et Protection civile";Digne-les-Bains;60 Boulevard Gassendi;04000;;;Publiée;Déclarée;20/12/2007;12/06/2015 (System);Non;;;7f85f32c-2906-489b-9e9b-a0ebbb033d58
Union departementale et interprofessionnelle des retraites;"Economie; Associations de défense d'intérêts des personnes âgées; Représentation, promotion et défense d'intérêts économiques";Digne-les-Bains;42, boulevard victor hugo;04000;;;Publiée;Déclarée;20/12/2011;17/04/2016 (System);Non;W043001898;;c4a23e14-b6f5-4ec6-919c-ea6ec8efca62
Union departementale interprofessionnelle des pre-retraites et retraites cfdt des alpes-de-haute-provence;Interventions sociales;Digne-les-Bains;42 Boulevard Victor Hugo;04000;;;Publiée;Déclarée;;23/06/2015 (System);Non;;;3555eeeb-a5c0-4b9a-9db3-9eb41e089c3d
Union federale autonome penitentiaire et union nationale des syndicats autonomes de la maison d'arrêt;"Groupements professionnels; Economie; Représentation, promotion et défense d'intérêts économiques";Digne-les-Bains;Villa st charles, bp 131;04000;;;Publiée;Déclarée;20/05/2011;17/04/2016 (System);Non;W043001840;;f237edfc-1547-42f1-a7de-3d23f3d75c19
Union sportive vallee de l'asse;Football;Bras-d'Asse;Campagne d'henrious;04270;;;Publiée;Déclarée;;19/04/2016 (System);Non;W043001429;;2fb7a626-83e3-4691-a50b-6935ff55d42b
Union sportive vallee de l'asse;"Football; Sports collectifs; Sports; Football (généraliste ou multi-activité); Actions socio-culturelles, centres de loisirs ; Sport de ballon; Art et Culture";Mézel;Bar de l'avenue;04270;;;Publiée;Déclarée;14/10/2004;16/04/2016 (System);Non;;;97fa9963-7807-4abe-beb1-aa3198e320ff
Unirc 04 alpes-de-haute-provence (UNION NATIONALE DES INDEPENDANTS RETRAITES DU COMMERCE);"Social Entraide; Economie; Interventions sociales; Associations de défense d'intérêts des personnes âgées; Représentation, promotion et défense d'intérêts économiques";Digne-les-Bains;60, boulevard gassendi;04000;;0492319845;Publiée;Déclarée;20/11/2006;11/06/2015 (System);Non;W043000406;;de00532f-9f31-4bb5-9ae8-ff568fd4ad82
Unite mobile de formation (U.M.F.);"Santé et Protection civile; Médecine du travail";Mézel;Quartier croix-vieille;04270;;;Publiée;Déclarée;23/08/2007;12/06/2015 (System);Non;;;eaef17e1-664d-44ef-9ae8-ecf0e2f608b0
Univers;Autres catégories;Digne-les-Bains;Marcoux le logis neuf;04000;;;Publiée;Déclarée;;23/06/2015 (System);Non;;;b0ec1df5-1ced-47ba-9272-22be67161755
Université Populaire Rurale Ouverte Alpes de Haute Provence (UPRO 04);Education, Formation, Recherche;Digne-les-Bains;9 chemin des Alpilles;04000;upro04@yahoo.fr;0951610089;Publiée;Déclarée;01/01/1900;14/09/2016 (ANGELA HERMANN);Oui;;49308974200040;00150967-9b53-41e6-a84a-f5da94ddc0b8
UNSS 04;Sports;Digne-les-Bains;20 avenue Fr. Cuzin;04000;sd004@unss.org;0492312672;Publiée;Déclarée;;15/04/2015 (Alexandre Siahou);Non;;;4d5f48d7-c6e4-45d9-8d5f-38c6f824cc51
Urban dance attitude;"Sports individuels; Sports; Danse sportive";Digne-les-Bains;9,, place du tampinet;04000;;;Non publiée;Dissoute;20/07/2013;09/06/2015 (System);Non;W043002044;;b657f061-6c7c-48a5-86d3-24c0e1cb4fdb
Usep matenelles les ferreols;"Sports; Social Entraide; Actions socio-culturelles, centres de loisirs ; Education, Formation, Recherche";Digne-les-Bains;école maternelle Les Ferréols, route de Nice;04000;;;Publiée;Déclarée;26/10/1998;05/06/2015 (System);Non;;;a31062da-581e-4470-81cf-c773993a1c78
Val danse;"Activités festives (soirées); Danse; Social Entraide; Loisirs; Actions socio-culturelles, centres de loisirs ; Activités artistiques; Art et Culture";Mézel;Quartier champlong;04270;;;Publiée;Déclarée;20/02/2008;15/06/2015 (System);Non;W043000567;;fa5dcb9a-1bc0-4605-a0a5-c2c6c20af508
Vendemiaire;"Défense des droits fondamentaux, activités civiques; Environnement, Développement durable; Justice";Digne-les-Bains;Centre desmichels, boulevard martin-bret;04000;;;Publiée;Déclarée;20/12/2004;10/06/2015 (System);Non;;;28d00e1b-5895-4a0a-820f-08d6d35de0d2
Vert la vie;"Loisirs; Clubs de réflexion; Clubs, Cercles de réflexion";Mézel;36, rue grande;04270;;;Non publiée;Dissoute;;09/06/2015 (System);Non;W043000049;;5d9fa0f2-2f40-4e10-9954-d7b598c176b6
Ville de Digne-les-Bains;Autres art et culture;Digne-les-Bains;1 Boulevard Martin Bret;04000;;;Publiée;Non déclarée;;29/08/2016 (Jean-Christophe LEONARD);Oui;;;09347aa7-6611-4f7d-aa6f-fa5ea86eb902
Vivre a saint-jurs;"Environnement, Développement durable; Défense et amélioration du cadre de vie";Saint-Jurs;Bouffe mistraou, le village;04410;;;Publiée;Dissoute;20/11/2013;19/04/2016 (System);Non;W043002082;;0eb554ca-e24b-40c6-ae81-9939ac600e11
Vivre En Musique;Musique;Aiglun;Les Grées;04510;;;Publiée;Déclarée;;15/04/2015 (Alexandre Siahou);Non;;;8bd576ac-33d7-41e7-ae71-98fb140b4d33
Vivre l'evangile en provence;"Religion, Culte, Philosophie; Social Entraide; Art et Culture";Digne-les-Bains;33, boulevard victor-hugo;04000;;;Publiée;Dissoute;;15/04/2016 (System);Non;;;9fcdddb2-2b8a-4712-9da7-a6456bb6b018
V.O.I.R. Vivre Observer Innover Rénover;Préservation du patrimoine;Marcoux;Plan du Mardaric;04420;;;Publiée;Inconnu;;08/11/2016 (Jean-Christophe LEONARD);Oui;;;b7119450-176a-4bdd-8f9e-621f5ae9a3ff
V.r. force concept;Art et Culture;Digne-les-Bains;C.f.a. rené-villeneuve, 15, rue maldonat;04000;;;Publiée;Déclarée;;16/06/2015 (System);Non;;;59f0cd84-3649-4f27-829f-8053f1c572cf
Vtt provence;"Sports; Social Entraide; Actions socio-culturelles, centres de loisirs ";Digne-les-Bains;7, boulevard gassendi;04000;vttprovence@hotmail.com;;Publiée;Déclarée;20/10/2002;15/04/2016 (System);Non;;;fade61ee-ed8d-47f5-8ab3-235f897c9ff7
V.t.t. rando 04;Cyclo-cross;Digne-les-Bains;14, rue du pradas;04000;;;Publiée;Déclarée;01/01/1900;26/03/2015 (Alexandre Siahou);Non;;;300176a3-05b2-4f60-8ced-e4c9ed6020cd
